Harga_Asli,kecamatan,bedroom,bathrooms,jumlah_guest_toilet,list_facilities,lantai,area_digunakan,luas_tanah,latitude,longitude
450000000.0,Sedati,2,1,0,Tanpa perabotan,1,36,73,-7.3951247,112.8082562
674000000.0,Waru,2,1,1,"Garasi, AC, Dapur lengkap, Dapur terpadu, Pemandangan panorama, Halaman, Tangki air, Lemari pakaian bawaan, Perapian, Air, Rubanah, Teras, Fully fenced, Internet, Balkon, Pemanasan, Jacuzzi, Kabel video, Ruang layanan, Alarm, Gas alam, Ruang kantor, Listrik, Tanpa perabotan, Deck, Wifi",32,32,72,-7.35444594,112.81351872
270000000.0,Sukodono,2,1,0,Tanpa perabotan,1,36,90,-7.422997,112.6889953
1510000000.0,Sidoarjo,0,0,0,Tidak Ada,1,505,352,-7.4497718,112.7015495
990000000.0,Waru,3,1,0,Tidak Ada,1,120,213,-7.3503078,112.7674661
565000000.0,Candi,2,1,1,Tanpa perabotan,1,50,98,-7.4756283,112.6936111
299000000.0,Buduran,1,1,0,"Air, Tanpa perabotan, Listrik",1,72,72,-7.4507164,112.7926759
750000000.0,Buduran,3,2,2,"Garasi, Listrik, Fully fenced, Halaman, Deck, Wifi",2,170,119,-7.425129,112.7230909
700000000.0,Taman,2,1,0,"Halaman, Listrik, Air, Teras",1,40,90,-7.3778578,112.6411193
590000000.0,Buduran,2,1,0,Tanpa perabotan,1,70,91,-7.4092906,112.760245
1200000000.0,Tulangan,3,2,0,Tidak Ada,1,160,90,-7.4726134,112.6675398
850000000.0,Candi,2,1,0,"Air, Berperabot lengkap, Listrik",1,84,84,-7.4643015,112.6921823
1100000000.0,Gedangan,2,2,0,"Air, Tanpa perabotan, Listrik",1,105,105,-7.3885636,112.732315
650000000.0,Sidoarjo,3,1,0,"Air, Tanpa perabotan, Listrik",1,120,120,-7.4584767,112.7272666
1600000000.0,Sidoarjo,3,2,0,Tidak Ada,1,100,126,-7.4497718,112.7015495
1370000000.0,Sidoarjo,4,3,0,Sebagian perabotan,2,230,135,-7.4540785,112.7004778
401000000.0,Sedati,2,1,1,"Garasi, Tanpa perabotan",1,40,58,-7.39815958,112.76242062
1020000000.0,Candi,3,2,2,Tanpa perabotan,2,69,98,-7.4615323,112.6885253
640000000.0,Sukodono,2,1,1,"Halaman, Tanpa perabotan",1,43,75,-7.40917633,112.69773178
780000000.0,Tulangan,2,1,1,"Internet, Listrik, Halaman, Tanpa perabotan",1,40,90,-7.45093908,112.62433447
1700000000.0,Buduran,2,2,2,Tidak Ada,1,70,90,-7.436595,112.694927
375000000.0,Krian,2,1,1,"Internet, Air, Pemandangan panorama, Tanpa perabotan",1,36,72,-7.3970707,112.601646
622700000.0,Krembung,2,1,1,"Halaman, Tanpa perabotan, Listrik",1,39,72,-7.5087545,112.6226665
175000000.0,Sukodono,2,1,1,"Garasi, Teras, Tanpa perabotan, Deck",2,40,40,-7.4060912,112.6822027
235000000.0,Sidoarjo,2,1,1,"Garasi, Tanpa perabotan",1,52,52,-7.43052082,112.67650746
780000000.0,Sedati,3,1,0,"Air, Sebagian perabotan, Listrik",1,104,104,-7.3982079,112.7629051
800000000.0,Buduran,3,2,0,"Air, Tanpa perabotan, Listrik",1,135,135,-7.407272,112.7560469
751520000.0,Waru,2,1,1,"Garasi, AC, Dapur lengkap, Dapur terpadu, Pemandangan panorama, Halaman, Tangki air, Lemari pakaian bawaan, Perapian, Air, Rubanah, Deck, Wifi, Internet, Balkon, Pemanasan, Jacuzzi, Kabel video, Ruang layanan, Alarm, Gas alam, Ruang kantor, Listrik, Teras, Fully fenced",39,39,91,-7.35493108,112.78137144
423000000.0,Sedati,2,1,1,"Garasi, Halaman, Tanpa perabotan, AC, Listrik",1,166,166,-7.4039153,112.7718209
480000000.0,Sidoarjo,2,1,1,"Garasi, Ruang kantor, Kabel video, Tanpa perabotan",1,84,84,-7.4381103,112.732325
650000000.0,Buduran,2,1,0,Tidak Ada,2,68,72,-7.40990612,112.75773749
599900000.0,Waru,3,1,0,Tanpa perabotan,1,120,126,-7.3603867,112.74025
800000000.0,Waru,4,3,3,"Dapur terpadu, Gas alam, Listrik, Tangki air, Air, Tanpa perabotan",2,200,256,-7.3588392,112.7583752
675000000.0,Waru,2,1,1,"Garasi, AC, Dapur lengkap, Dapur terpadu, Pemandangan panorama, Halaman, Tangki air, Lemari pakaian bawaan, Perapian, Air, Rubanah, Teras, Fully fenced, Internet, Balkon, Pemanasan, Jacuzzi, Kabel video, Ruang layanan, Alarm, Gas alam, Ruang kantor, Listrik, Tanpa perabotan, Deck, Wifi",32,36,72,-7.3585605,112.78765853
1050000000.0,Gedangan,4,3,0,Tanpa perabotan,2,200,163,-7.3948237,112.7311082
245000000.0,Sukodono,2,1,1,"Garasi, Tanpa perabotan, Kabel video",1,36,50,-7.4060912,112.6822027
650000000.0,Taman,3,2,1,"Garasi, Listrik, Deck, Halaman, Tanpa perabotan, Fully fenced",2,135,155,-7.34367722,112.69904472
410000000.0,Taman,2,1,1,"Garasi, Sebagian perabotan, Internet",1,50,78,-7.340531,112.7077638
234000000.0,Krian,2,1,1,"Garasi, Tanpa perabotan",1,40,60,-7.4170186,112.5975167
1000000000.0,Sidoarjo,3,2,2,"Garasi, Dapur lengkap, Air, Teras, Internet, Gas alam, Tanpa perabotan, Fully fenced",1,120,144,-7.4497718,112.7015495
700000000.0,Sukodono,2,2,2,Tanpa perabotan,2,56,90,-7.3917448,112.7010238
685000000.0,Waru,2,1,1,"Tanpa perabotan, Fully fenced",1,36,90,-7.3564458,112.8066612
945000000.0,Sukodono,3,3,1,"Garasi, Tanpa perabotan, Listrik",2,91,90,-7.4121426,112.6952171
600000000.0,Candi,2,1,0,"Air, Listrik",1,105,105,-7.4815936,112.7255653
123.0,Waru,2,1,1,"Garasi, Tanpa perabotan, Listrik, Teras",1,45,70,-7.3537484,112.7481101
1600000000.0,Waru,8,3,0,Tidak Ada,2,240,200,-7.365102,112.7196817
335.0,Sukodono,2,1,1,"Garasi, Sebagian perabotan, Listrik, Fully fenced",1,60,75,-7.39918762,112.63656266
675050000.0,Waru,2,1,1,"Garasi, AC, Dapur lengkap, Dapur terpadu, Pemandangan panorama, Halaman, Tangki air, Lemari pakaian bawaan, Perapian, Air, Rubanah, Teras, Fully fenced, Internet, Balkon, Pemanasan, Jacuzzi, Kabel video, Ruang layanan, Alarm, Gas alam, Ruang kantor, Listrik, Tanpa perabotan, Deck, Wifi",36,36,72,-7.35698005,112.78599054
375100000.0,Krian,2,2,1,"Garasi, AC, Dapur lengkap, Pemandangan panorama, Halaman, Tangki air, Lemari pakaian bawaan, Ruang kantor, Listrik, Tanpa perabotan, Deck, Wifi, Internet, Balkon, Dapur terpadu, Kabel video, Ruang layanan, Alarm, Gas alam, Air, Rubanah, Teras, Fully fenced",72,36,72,-7.3970707,112.601646
375000000.0,Krian,2,1,1,"Garasi, AC, Dapur lengkap, Dapur terpadu, Pemandangan panorama, Halaman, Tangki air, Lemari pakaian bawaan, Perapian, Air, Rubanah, Teras, Fully fenced, Internet, Balkon, Pemanasan, Jacuzzi, Kabel video, Ruang layanan, Alarm, Gas alam, Ruang kantor, Listrik, Tanpa perabotan, Deck, Wifi",32,32,72,-7.4035807,112.5985785
780000000.0,Candi,3,1,0,"Dapur lengkap, Tanpa perabotan",1,90,113,-7.4582129,112.6904798
494780000.0,Tulangan,2,1,1,"Internet, Listrik, Air, Tanpa perabotan",1,73,73,-7.4726134,112.6675398
300000000.0,Wonoayu,2,1,1,"Garasi, Tanpa perabotan",1,36,72,-7.446138,112.6514882
360000000.0,Buduran,2,1,0,Tanpa perabotan,1,31,72,-7.425129,112.7230909
330000000.0,Buduran,2,1,0,Tanpa perabotan,1,59,163,-7.42211248,112.75105141
494780000.0,Candi,2,1,1,"Internet, Tanpa perabotan, Air",1,73,73,-7.4673674,112.7023641
600000000.0,Waru,2,1,1,Tanpa perabotan,1,36,72,-7.3503078,112.7674661
630.0,Waru,2,1,0,Tidak Ada,1,45,90,-7.3595767,112.7610365
599900000.0,Gedangan,2,2,0,Tidak Ada,1,90,105,-7.4085499,112.709222
365000000.0,Tulangan,2,1,1,"Garasi, Tanpa perabotan",1,36,72,-7.45723754,112.64817227
565000000.0,Waru,2,1,1,"Internet, Pemandangan panorama, Halaman, Air, Tanpa perabotan, AC, Kabel video, Tangki air, Listrik, Wifi",1,36,72,-7.3503078,112.7674661
563050000.0,Sidoarjo,2,1,1,"Garasi, AC, Kabel video, Tangki air, Listrik, Wifi, Internet, Pemandangan panorama, Halaman, Air, Tanpa perabotan",1,36,72,-7.44977187,112.70154957
564000000.0,Buduran,2,1,1,"Garasi, AC, Kabel video, Tangki air, Listrik, Wifi, Internet, Pemandangan panorama, Halaman, Air, Tanpa perabotan",1,36,72,-7.425129,112.7230909
720000000.0,Sidoarjo,3,1,0,"Garasi, Air, Tanpa perabotan, Tangki air, Listrik",1,65,120,-7.468436,112.7295944
320200000.0,Porong,2,1,1,"Garasi, Halaman, Listrik, Teras, Pemandangan panorama, Air, Tanpa perabotan",1,36,72,-7.5402368,112.69314
320100000.0,Prambon,2,1,1,"Garasi, Pemandangan panorama, Air, Tanpa perabotan, AC, Halaman, Listrik, Teras",1,36,72,-7.4457506,112.5707595
421000000.0,Tanggulangin,2,1,1,"Pemandangan panorama, Air, Tanpa perabotan, Halaman, Listrik, Teras",1,36,72,-7.50246405,112.70919353
420000000.0,Tulangan,2,1,1,"Garasi, Halaman, Listrik, Teras, Pemandangan panorama, Air, Tanpa perabotan",1,36,72,-7.4812926,112.6468606
830110000.0,Sidoarjo,3,2,1,"Garasi, Ruang layanan, Listrik, Balkon, Ruang kantor, Fully fenced",1,60,72,-7.457277399999999,112.7162018
300030000.0,Wonoayu,2,1,0,"Air, Tanpa perabotan",1,72,72,-7.446138,112.6514882
884080000.0,Sukodono,3,2,2,"Garasi, Air, Halaman, Listrik",2,60,72,-7.3914287,112.6988252
2000000000.0,Sidoarjo,3,2,0,Sebagian perabotan,2,150,175,-7.45253847,112.70497072
425000000.0,Krian,2,1,1,"Garasi, Halaman, Air, Tanpa perabotan, Pemandangan panorama, Ruang layanan, Listrik, Teras",1,36,75,-7.40299,112.5873906
301000000.0,Sidoarjo,2,1,1,"Garasi, Halaman, Listrik, Teras, Pemandangan panorama, Air, Tanpa perabotan",1,39,72,-7.412324,112.5378369
300000000.0,Tarik,2,1,1,"Garasi, Halaman, Listrik, Teras, Pemandangan panorama, Air, Tanpa perabotan",1,36,72,-7.4590581,112.516509
225000000.0,Waru,2,1,1,"Garasi, Pemandangan panorama, Teras, Dapur lengkap, Tanpa perabotan, Fully fenced",1,34,60,-7.3503078,112.7674661
765900000.0,Sidoarjo,2,1,1,"Garasi, Air, Halaman, Listrik",1,40,72,-7.44942446,112.68351305
1900000000.0,Sedati,3,3,2,"Garasi, Balkon, Ruang kantor, Listrik, Deck, Internet, Halaman, Air, Tanpa perabotan",2,126,126,-7.397797835830269,112.7721805125475
543000000.0,Tanggulangin,2,1,1,"Garasi, Dapur terpadu, Air, Tanpa perabotan, AC, Pemandangan panorama, Listrik",1,36,90,-7.50246405,112.70919353
515000000.0,Wonoayu,2,1,1,"Garasi, Dapur terpadu, Halaman, Listrik, AC, Pemandangan panorama, Air, Sebagian perabotan",1,36,90,-7.43367054,112.59304684
407000000.0,Sidoarjo,2,1,1,"Garasi, Dapur terpadu, Air, Tanpa perabotan, AC, Halaman, Listrik",1,36,72,-7.4509979,112.715437
1800000000.0,Gedangan,3,2,0,"Garasi, Halaman, Berperabot lengkap, Dapur lengkap, Tangki air, Teras",1,105,135,-7.3838815,112.7502002
10500000000.0,Sidoarjo,5,5,5,"Garasi, Halaman, Listrik, Fully fenced, Balkon, Air, Deck",2,700,918,-7.446089199999999,112.6983971
300060000.0,Sidoarjo,2,1,1,"Air, Listrik",1,36,72,-7.4572774,112.7162018
395500000.0,Buduran,2,1,1,"Garasi, AC, Air, Tanpa perabotan, Fully fenced, Internet, Halaman, Listrik, Teras, Wifi",1,36,72,-7.425129,112.7230909
400000000.0,Krian,2,1,1,"Garasi, Dapur terpadu, Halaman, Listrik, AC, Pemandangan panorama, Air, Tanpa perabotan",1,36,72,-7.40299,112.5873906
391000000.0,Sedati,2,1,1,"Garasi, AC, Halaman, Listrik, Teras, Wifi, Internet, Kabel video, Air, Tanpa perabotan, Fully fenced",1,36,72,-7.40573552,112.76139334
390000000.0,Waru,2,1,1,"Garasi, AC, Halaman, Listrik, Teras, Wifi, Internet, Kabel video, Air, Tanpa perabotan, Fully fenced",1,36,72,-7.344766,112.7703313
393000000.0,Gedangan,2,1,1,"Garasi, AC, Air, Tanpa perabotan, Fully fenced, Internet, Halaman, Listrik, Teras, Wifi",1,36,72,-7.3896762,112.7279598
394000000.0,Waru,2,1,1,"Garasi, AC, Alarm, Listrik, Teras, Wifi, Internet, Halaman, Air, Tanpa perabotan, Fully fenced",1,36,72,-7.3588392,112.7583752
405000000.0,Waru,2,1,1,"Garasi, Halaman, Listrik, Teras, Wifi, Internet, Air, Tanpa perabotan, Fully fenced",1,36,72,-7.3503078,112.7674661
406000000.0,Tulangan,2,1,1,"Garasi, AC, Air, Tanpa perabotan, Fully fenced, Internet, Halaman, Listrik, Teras, Wifi",1,36,72,-7.4726134,112.6675398
390000000.0,Sidoarjo,2,1,1,"Garasi, AC, Air, Tanpa perabotan, Fully fenced, Internet, Halaman, Listrik, Teras, Wifi",1,36,72,-7.4609599,112.7360198
398000000.0,Waru,2,1,1,"Garasi, Halaman, Listrik, Teras, Wifi, Internet, Air, Tanpa perabotan, Fully fenced",1,36,72,-7.3503078,112.7674661
399000000.0,Buduran,2,1,1,"Internet, Halaman, Listrik, Teras, Wifi, AC, Air, Tanpa perabotan, Fully fenced",1,36,72,-7.4193666,112.7658623
726630000.0,Candi,2,1,1,"Garasi, Air, Halaman, Fully fenced",1,40,72,-7.461281,112.68918693
700560000.0,Sidoarjo,2,1,1,"Internet, Halaman, Ruang kantor, Listrik, Fully fenced, Kabel video, Tangki air, Air, Tanpa perabotan",1,40,72,-7.4572774,112.7162018
590000000.0,Sedati,3,1,1,"AC, Air, Tanpa perabotan, Fully fenced, Halaman, Listrik, Teras, Wifi",1,36,108,-7.40573552,112.76139334
545000000.0,Buduran,2,1,1,"Garasi, Halaman, Air, Tanpa perabotan, Fully fenced, AC, Tangki air, Listrik, Teras, Wifi",1,44,90,-7.425129,112.7230909
410000000.0,Gedangan,2,1,1,"Garasi, Halaman, Listrik, Teras, Wifi, Internet, Air, Tanpa perabotan, Fully fenced",1,36,72,-7.3896762,112.7279598
400000000.0,Sedati,2,1,1,"Garasi, AC, Air, Tanpa perabotan, Fully fenced, Internet, Halaman, Listrik, Teras",1,36,72,-7.3717382,112.76373357
440000000.0,Sedati,2,1,0,"Kabel video, Wifi",1,32,72,-7.3928719,112.7896966
395000000.0,Buduran,2,1,1,"Garasi, AC, Air, Tanpa perabotan, Fully fenced, Internet, Halaman, Listrik, Teras, Wifi",1,36,72,-7.425129,112.7230909
419000000.0,Sedati,2,1,1,"Garasi, AC, Ruang layanan, Tanpa perabotan, Fully fenced, Internet, Halaman, Air, Teras, Wifi",1,32,72,-7.3717382,112.76373357
695000000.0,Krembung,2,1,1,"Garasi, Dapur terpadu, Halaman, Listrik, AC, Pemandangan panorama, Air, Tanpa perabotan",1,39,105,-7.50875445,112.62266647
760000000.0,Gedangan,2,2,2,"Garasi, Dapur terpadu, Halaman, Listrik, AC, Pemandangan panorama, Air, Tanpa perabotan",1,56,90,-7.396155,112.7047843
485000000.0,Krian,2,1,1,"Garasi, Halaman, Listrik, Teras, AC, Air, Tanpa perabotan",1,36,72,-7.40299,112.5873906
955000000.0,Candi,3,3,3,"Garasi, AC, Pemandangan panorama, Tangki air, Air, Rubanah, Teras, Internet, Balkon, Halaman, Alarm, Listrik, Tanpa perabotan, Wifi",2,85,72,-7.4622498,112.6958457
1120000000.0,Candi,3,3,3,"Garasi, Pemandangan panorama, Tangki air, Air, Tanpa perabotan, Wifi, Internet, Halaman, Alarm, Listrik, Teras",2,95,90,-7.4622498,112.6958457
750000000.0,Sedati,2,1,1,"Garasi, Tanpa perabotan, Listrik",1,6,90,-7.37335749,112.75904574
830000000.0,Candi,3,2,2,Garasi,2,60,72,-7.4588931,112.6995701
1750000000.0,Sidoarjo,7,6,0,"Dapur lengkap, Listrik, Teras, Halaman, Sebagian perabotan",1,200,241,-7.45642007,112.70822156
800000000.0,Sedati,2,1,0,"Garasi, Ruang layanan, Listrik, Teras, Halaman, Air, Tanpa perabotan",1,70,90,-7.3953232,112.8100897
408010000.0,Krembung,2,1,1,"Garasi, AC, Dapur lengkap, Dapur terpadu, Halaman, Alarm, Gas alam, Air, Rubanah, Fully fenced, Internet, Balkon, Pemanasan, Jacuzzi, Tangki air, Lemari pakaian bawaan, Perapian, Listrik, Deck, Wifi",1,30,80,-7.50875445,112.62266647
405000000.0,Wonoayu,2,1,1,"Kabel video, Ruang layanan, Air, Wifi, Halaman, Tangki air, Teras",1,37,80,-7.446138,112.6514882
30000000.0,Taman,2,1,1,"Pemandangan panorama, Tanpa perabotan, Halaman, Fully fenced",1,34,60,-7.3589157,112.6810879
390000000.0,Sedati,2,1,0,Wifi,1,32,72,-7.3717382,112.76373357
850000000.0,Taman,3,1,0,"Garasi, Dapur lengkap, Ruang layanan, Listrik, Wifi, Internet, Halaman, Air, Tanpa perabotan",2,120,96,-7.374592,112.6395609
471050000.0,Krian,2,1,1,"Pemandangan panorama, Halaman, Tangki air, Air, Teras, Kabel video, Ruang layanan, Ruang kantor, Tanpa perabotan, Wifi",1,36,72,-7.40299,112.5873906
457020000.0,Candi,2,1,1,"Garasi, Dapur terpadu, Kabel video, Ruang layanan, Lemari pakaian bawaan, Rubanah, Fully fenced, Internet, Jacuzzi, Halaman, Tangki air, Air, Teras, Wifi",1,37,72,-7.46736755,112.70236395
453500000.0,Sukodono,2,1,1,"Garasi, Balkon, Ruang layanan, Alarm, Air, Tanpa perabotan, Wifi, AC, Kabel video, Tangki air, Lemari pakaian bawaan, Rubanah, Deck",1,37,72,-7.394061,112.6738809
451000000.0,Buduran,2,1,1,"AC, Dapur lengkap, Ruang layanan, Alarm, Perapian, Listrik, Tanpa perabotan, Deck, Balkon, Kabel video, Tangki air, Lemari pakaian bawaan, Air, Rubanah, Teras, Wifi",1,37,72,-7.425129,112.7230909
450000000.0,Gedangan,2,1,1,"Balkon, Lemari pakaian bawaan, Tanpa perabotan, Alarm, Perapian",1,37,72,-7.3896762,112.7279598
466000000.0,Waru,2,1,1,"AC, Dapur terpadu, Kabel video, Ruang kantor, Pemanasan, Pemandangan panorama, Halaman, Tanpa perabotan",1,36,72,-7.3503078,112.7674661
465000000.0,Sedati,2,1,1,"Garasi, Wifi, Tanpa perabotan",1,37,72,-7.3717382,112.76373357
479850000.0,Sidoarjo,2,1,1,"Garasi, AC, Dapur lengkap, Dapur terpadu, Pemandangan panorama, Lemari pakaian bawaan, Perapian, Listrik, Tanpa perabotan, Fully fenced, Internet, Balkon, Pemanasan, Jacuzzi, Alarm, Gas alam, Ruang kantor, Rubanah, Deck",1,30,78,-7.412324,112.5378369
476520000.0,Jabon,2,1,1,"Garasi, AC, Dapur lengkap, Dapur terpadu, Alarm, Gas alam, Listrik, Tanpa perabotan, Fully fenced, Internet, Balkon, Pemanasan, Jacuzzi, Lemari pakaian bawaan, Perapian, Rubanah, Deck",1,31,77,-7.5480009,112.7312447
459850000.0,Tulangan,2,1,1,"Pemandangan panorama, Halaman, Tangki air, Air, Wifi, Kabel video, Ruang layanan, Ruang kantor, Teras",1,29,78,-7.4812926,112.6468606
401000000.0,Taman,2,1,1,"Garasi, AC, Dapur lengkap, Dapur terpadu, Kabel video, Tangki air, Lemari pakaian bawaan, Ruang kantor, Listrik, Tanpa perabotan, Deck, Wifi, Internet, Balkon, Pemanasan, Pemandangan panorama, Ruang layanan, Alarm, Perapian, Air, Rubanah, Teras, Fully fenced",1,32,70,-7.37355866,112.70556383
409500000.0,Sedati,2,1,1,"Pemandangan panorama, Halaman, Tangki air, Air, Teras, Kabel video, Ruang layanan, Ruang kantor, Tanpa perabotan, Wifi",1,38,70,-7.3717382,112.76373357
411000000.0,Waru,2,1,1,"Garasi, Balkon, Pemanasan, Lemari pakaian bawaan, Listrik, Tanpa perabotan, Fully fenced, AC, Dapur lengkap, Alarm, Perapian, Rubanah, Deck",1,30,80,-7.3503078,112.7674661
412000000.0,Gedangan,2,1,1,"Internet, Pemanasan, Jacuzzi, Gas alam, Ruang kantor, Fully fenced, Dapur lengkap, Dapur terpadu, Pemandangan panorama, Perapian, Tanpa perabotan",1,31,81,-7.3896762,112.7279598
483000000.0,Buduran,2,1,1,"Garasi, AC, Dapur lengkap, Dapur terpadu, Pemandangan panorama, Lemari pakaian bawaan, Perapian, Listrik, Tanpa perabotan, Fully fenced, Internet, Balkon, Pemanasan, Jacuzzi, Alarm, Gas alam, Ruang kantor, Rubanah, Deck",1,32,81,-7.425129,112.7230909
463200000.0,Sedati,2,1,1,"Garasi, Balkon, Halaman, Lemari pakaian bawaan, Listrik, Tanpa perabotan, AC, Kabel video, Alarm, Air, Rubanah, Deck",1,33,68,-7.3682379,112.75543448
464300000.0,Gedangan,2,1,1,"Garasi, Balkon, Pemanasan, Lemari pakaian bawaan, Listrik, Tanpa perabotan, Fully fenced, AC, Dapur lengkap, Alarm, Perapian, Rubanah, Deck",1,34,68,-7.3977218,112.7226611
465200000.0,Sedati,2,1,1,"Jacuzzi, Kabel video, Ruang layanan, Gas alam, Air, Teras, Pemandangan panorama, Halaman, Tangki air, Ruang kantor, Tanpa perabotan, Wifi",1,35,68,-7.37379474,112.76116636
466400000.0,Buduran,2,1,1,"AC, Dapur lengkap, Pemandangan panorama, Tangki air, Lemari pakaian bawaan, Air, Tanpa perabotan, Deck, Balkon, Pemanasan, Halaman, Alarm, Gas alam, Rubanah, Teras, Wifi",1,36,68,-7.4349235,112.7345789
481350000.0,Tarik,2,1,1,"Garasi, AC, Dapur lengkap, Dapur terpadu, Alarm, Gas alam, Listrik, Tanpa perabotan, Fully fenced, Internet, Balkon, Pemanasan, Jacuzzi, Lemari pakaian bawaan, Perapian, Rubanah, Deck",1,22,79,-7.4590581,112.516509
380000000.0,Waru,2,1,1,"Garasi, AC, Halaman, Listrik, Teras, Wifi, Internet, Kabel video, Air, Tanpa perabotan, Fully fenced",1,32,72,-7.3432711,112.7683327
669000000.0,Sukodono,2,1,1,"Garasi, Dapur terpadu, Air, Tanpa perabotan, AC, Halaman, Listrik",1,36,90,-7.394061,112.6738809
5000000000.0,Buduran,6,7,0,Sebagian perabotan,3,700,453,-7.4358073,112.7118659
1500000000.0,Buduran,2,1,0,Tanpa perabotan,1,140,162,-7.443083,112.7029373
517000000.0,Tulangan,2,1,1,"Garasi, Pemandangan panorama, Air, Tanpa perabotan, Dapur terpadu, Halaman, Listrik",1,36,72,-7.4812926,112.6468606
725000000.0,Gedangan,2,2,2,"Garasi, Dapur terpadu, Halaman, Listrik, AC, Pemandangan panorama, Air, Tanpa perabotan",2,56,90,-7.371733,112.728444
683000000.0,Candi,2,1,1,"Garasi, Dapur terpadu, Halaman, Listrik, AC, Pemandangan panorama, Air, Sebagian perabotan",1,39,105,-7.46736755,112.70236395
685000000.0,Balongbendo,2,1,1,"Garasi, Pemandangan panorama, Air, Sebagian perabotan, Dapur terpadu, Halaman, Listrik",1,39,105,-7.412324,112.5378369
75000000.0,Candi,1,1,1,"Air, Tanpa perabotan, Listrik",1,26,84,-7.491211,112.7488052
380000000.0,Candi,2,1,1,"Garasi, Halaman, Listrik, Wifi, Pemandangan panorama, Air, Tanpa perabotan",1,40,91,-7.46736755,112.70236395
320000000.0,Wonoayu,2,1,1,"Garasi, AC, Kabel video, Tangki air, Listrik, Teras, Internet, Pemandangan panorama, Halaman, Air, Tanpa perabotan, Wifi",1,36,72,-7.446138,112.6514882
315000000.0,Sidoarjo,2,1,1,"Garasi, Halaman, Teras, Pemandangan panorama, Tanpa perabotan",1,34,10,-7.4283263,112.5036493
564000000.0,Jabon,2,1,1,"Internet, Pemandangan panorama, Halaman, Air, Tanpa perabotan, Wifi, AC, Kabel video, Tangki air, Listrik, Teras",1,36,72,-7.5480009,112.7312447
564000000.0,Krembung,2,1,1,"Internet, Pemandangan panorama, Halaman, Air, Tanpa perabotan, Wifi, AC, Kabel video, Tangki air, Listrik, Teras",1,36,72,-7.50875445,112.62266647
1100000000.0,Waru,2,1,0,"Air, Tanpa perabotan, Listrik",1,115,140,-7.3546904,112.7872976
415000000.0,Sidoarjo,2,1,1,"Internet, Halaman, Listrik, Teras, Wifi, AC, Air, Tanpa perabotan, Fully fenced",1,36,72,-7.44977187,112.70154957
407000000.0,Waru,2,1,1,"Garasi, AC, Air, Tanpa perabotan, Fully fenced, Internet, Halaman, Listrik, Teras, Wifi",1,36,72,-7.3503078,112.7674661
564400000.0,Sedati,2,1,1,"Garasi, AC, Kabel video, Tangki air, Listrik, Teras, Internet, Pemandangan panorama, Halaman, Air, Tanpa perabotan, Wifi",1,36,72,-7.3717382,112.76373357
562000000.0,Taman,2,1,1,"Garasi, AC, Kabel video, Tangki air, Listrik, Wifi, Internet, Pemandangan panorama, Halaman, Air, Tanpa perabotan",1,36,72,-7.340531,112.7077638
382750000.0,Tulangan,2,1,1,"Garasi, Halaman, Air, Tanpa perabotan, Fully fenced, Internet, Ruang kantor, Listrik, Teras, Wifi",1,32,72,-7.4812926,112.6468606
382550000.0,Waru,2,1,1,"Garasi, Kabel video, Ruang kantor, Listrik, Teras, Wifi, Internet, Halaman, Air, Tanpa perabotan, Fully fenced",1,32,72,-7.34997987,112.76663605
382700000.0,Tanggulangin,2,1,1,"Garasi, Halaman, Air, Tanpa perabotan, Fully fenced, Internet, Ruang kantor, Listrik, Teras, Wifi",1,72,32,-7.50246405,112.70919353
382350000.0,Porong,2,1,1,"Garasi, Dapur lengkap, Kabel video, Ruang kantor, Listrik, Teras, Wifi, Internet, Pemandangan panorama, Halaman, Air, Tanpa perabotan, Fully fenced",1,72,32,-7.5402368,112.69314
382250000.0,Krembung,2,1,1,"Garasi, Dapur terpadu, Halaman, Air, Tanpa perabotan, Fully fenced, Internet, Kabel video, Ruang kantor, Listrik, Teras, Wifi",1,32,72,-7.50875445,112.62266647
380000000.0,Sedati,2,1,1,"Garasi, Dapur lengkap, Ruang kantor, Listrik, Fully fenced, Internet, Kabel video, Air, Tanpa perabotan, Wifi",1,32,72,-7.3717382,112.76373357
382000000.0,Waru,2,1,1,"Garasi, Kabel video, Ruang kantor, Tanpa perabotan, Fully fenced, Internet, Halaman, Listrik, Teras, Wifi",1,32,72,-7.3503078,112.7674661
561100000.0,Buduran,1,1,1,"Garasi, Dapur lengkap, Halaman, Listrik, Fully fenced, Internet, Kabel video, Ruang kantor, Tanpa perabotan, Wifi",1,45,60,-7.425129,112.7230909
561000000.0,Candi,1,1,1,"Garasi, Dapur terpadu, Ruang kantor, Listrik, Teras, Wifi, Internet, Halaman, Air, Tanpa perabotan, Fully fenced",1,45,60,-7.46736755,112.70236395
382200000.0,Jabon,2,1,1,"Garasi, Dapur terpadu, Halaman, Air, Tanpa perabotan, Fully fenced, Internet, Kabel video, Ruang kantor, Listrik, Teras, Wifi",1,36,90,-7.5480009,112.7312447
382300000.0,Prambon,2,1,1,"Garasi, Dapur terpadu, Halaman, Air, Tanpa perabotan, Fully fenced, Internet, Kabel video, Ruang kantor, Listrik, Teras, Wifi",1,32,72,-7.4457506,112.5707595
382450000.0,Sidoarjo,2,1,1,"Garasi, Dapur terpadu, Ruang layanan, Air, Tanpa perabotan, Fully fenced, Internet, Halaman, Ruang kantor, Listrik, Teras",1,32,72,-7.44977187,112.70154957
