Harga_Asli,kecamatan,bedroom,bathrooms,jumlah_guest_toilet,list_facilities,list_buildings,lantai,area_digunakan,luas_tanah,latitude,longitude,dist_SD,dist_SMP,dist_SMA_SMK,dist_Universitas,dist_Fasilitas_Kesehatan,dist_Mall,dist_Supermarket,dist_Minimarket,dist_Stasiun,dist_Terminal,dist_Bandara,dist_Halte,dist_Entry_Exit_Tol
382400000,Sukodono,2,1,1,"Garasi, Dapur lengkap, Ruang kantor, Listrik, Teras, Wifi, Internet, Halaman, Air, Tanpa perabotan, Fully fenced","Keamanan, Kolam renang, Taman, Keamanan 24 jam, Cctv, Area anak-anak, Rumah jaga",1,45,60,-7.394061,112.6738809,0.841154992744694,2.8766357093749213,3.90864948765988,5.892745571598778,0.28135023959614064,8.302342462761755,3.9226349198224835,1.3540240655938636,6.782730801011997,8.261277349832222,11.88669519974322,6.612823097413383,19.898868344567852
561000000,Candi,1,1,1,"Garasi, Dapur terpadu, Ruang kantor, Listrik, Teras, Wifi, Internet, Halaman, Air, Tanpa perabotan, Fully fenced","Keamanan, Kolam renang, Taman, Keamanan 24 jam, Cctv, Area anak-anak, Rumah jaga",1,45,60,-7.46736755,112.702364,1.7425592989850236,2.27640515664852,1.2997852956469353,2.3429848666780484,1.9202836284896596,2.9882088247422347,2.2244938499808904,1.4083635128359724,2.337679630892802,1.5719485552880643,14.864761307288925,2.9256006049126455,2.6619603936104443
393150000,Krian,2,1,1,"Garasi, Halaman, Tanpa perabotan, Dapur terpadu, Air, Teras","Keamanan, Area anak-anak, Rumah jaga, Cctv, Taman, Keamanan 24 jam",1,50,60,-7.4035807,112.5985785,5.541533957827291,3.202466190198811,3.0738742253802402,13.270503070019576,3.226958794151089,13.44270902445857,13.023999907096908,2.0282705849483977,2.405675970005409,2.453629933706109,21.56767789340679,2.360254247554201,27.30161890479314
478280000,Sedati,2,1,1,"Tanpa perabotan, Fully fenced","Area anak-anak, Rumah jaga, Taman, Keamanan 24 jam",1,60,60,-7.4109236,112.7719291,3.963774316874638,6.6090536175102015,2.815180462988224,4.094771927559948,4.492072267937892,8.98835108933331,6.281230233413075,4.018141844942165,7.090653511547513,5.033480553850517,5.033480553850517,7.090653511547513,10.854567174018428
285000000,Krian,2,1,1,"Halaman, Tanpa perabotan",Keamanan 24 jam,1,60,60,-7.40299,112.5873906,5.68090260756706,1.9083638113319348,1.678408623446373,13.409871719759343,1.9328564152842116,14.677130142466066,13.78695268856986,0.7341682060815213,1.1115735911385332,1.1595275548392323,22.126618765366466,1.0661518686873248,27.440987554532907
299000000,Wonoayu,2,1,1,Tanpa perabotan,Keamanan 24 jam,1,60,60,-7.446138,112.6514882,3.7854739776183073,3.5780614086982103,2.194564527519025,7.529161139900217,4.6782349211854495,6.566007653959908,4.944646086594313,3.4666806119499323,2.316424651329201,7.973837334255214,18.280959853957583,2.316424651329201,19.319269395448217
1190000000,Wonoayu,3,2,2,"Halaman, Tanpa perabotan, Air","Keamanan, Kolam renang, Rumah jaga, Cctv, Taman, Keamanan 24 jam",2,60,60,-7.4449197,112.6517872,3.6510706328672073,3.4436580639471104,2.3234531855440674,7.477564490534692,4.626638271819925,6.5144110045943835,5.073534744619355,3.601083956701032,2.4508279960803008,8.102725992280257,18.14655650920648,2.4508279960803008,19.45367274019932
493090000,Sedati,2,1,1,"Air, Tanpa perabotan, Listrik",Tidak Ada,1,60,60,-7.4174595,112.7736307,4.792287634001289,7.437566934636849,3.6436937801148748,4.860886138232289,5.320585585064543,10.74222067024491,7.109743550539722,4.846655162068815,7.919166828674164,5.799594764522859,5.799594764522859,7.919166828674164,12.868276964995438
200000000,Krembung,2,1,1,"Air, Tanpa perabotan, Listrik",Tidak Ada,1,60,60,-7.5078737,112.6228447,4.133072834564252,10.476008115835706,10.941193070731373,10.32842134276836,8.156439419760652,14.209761344708488,11.258512450217733,9.042806374184144,7.170310191588211,14.349728926815459,26.759365546027297,7.170310191588211,21.34629061645591
591000000,Sidoarjo,2,1,1,"Garasi, Listrik, Air, Tanpa perabotan","Keamanan, Keamanan 24 jam",1,80,60,-7.44488422,112.6730203,1.8243905035707706,1.274002764122006,2.174027036312728,4.675316722285538,1.8243905035707706,3.712163236345228,3.5305596860787047,2.4478476348185256,5.193639357971336,6.559750933739607,16.085694180026916,5.3462137797598865,18.820111752534366
