Harga_Asli,kecamatan,bedroom,bathrooms,jumlah_guest_toilet,lantai,area_digunakan,luas_tanah,latitude,longitude,dist_SD,dist_SMP,dist_SMA_SMK,dist_Universitas,dist_Fasilitas_Kesehatan,dist_Mall,dist_Supermarket,dist_Minimarket,dist_Stasiun,dist_Terminal,dist_Bandara,dist_Halte,dist_Entry_Exit_Tol,road_score,has_exit_tol,AC,Air,Alarm,Balkon,Berperabot lengkap,Dapur lengkap,Dapur terpadu,Deck,Fully fenced,Garasi,Gas alam,Halaman,Halaman terbuka,Internet,Jacuzzi,Jaringan internet,Kabel video,Kitchen set,Lemari pakaian bawaan,Listrik,Pagar penuh,Pemanas ruangan,Pemanasan,Pemandangan panorama,Pendingin ruangan (AC),Perapian,Ruang kantor,Ruang layanan,Rubanah,Sebagian perabotan,Setengah terpisah,Sistem Alarm,TV kabel,Tangki air,Tanpa perabotan,Teras,Wifi,Akses bagi penyandang disabilitas,Angkat,Area anak-anak,BBQ Area,Cctv,Gym,Keamanan,Keamanan 24 jam,Kolam renang,Lapangan tenis,Panggang,Pramutamu,Pustaka,Rumah jaga,Sauna,Spa,Spa dan Sauna,Taman,Taman atap,Taman bermain anak,Tidak Ada
137,Sidoarjo,4,3,0,2,36,80,-7.4540785,112.7004778,1.90553095,2.095942726,1.088655967,1.393183535,1.029193604,2.2584066,1.020299808,2.444820017,2.292174584,3.306021523,14.01809253,1.856131215,1.414904563,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46.5,Buduran,2,1,1,1,160,105,-7.425129,112.7230909,1.91030037,1.39795371,1.106105101,1.052676295,2.292918065,2.740648466,2.107458689,1.941617939,5.114345548,5.494515392,8.711963207,4.531137012,22.15665081,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41.7,Tarik,2,1,1,1,56,90,-7.4590581,112.516509,10.66153239,10.64592625,11.54043257,24.82677729,7.654820329,23.8636238,21.9619305,6.184410664,0.202790864,11.65580097,34.55501906,0.202790864,31.62687212,4,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
78,Gedangan,2,1,0,1,156,96,-7.3979436,112.74536,1.075206569,2.447157749,1.917452246,5.572176961,2.914814054,5.768567417,2.494038204,1.76336743,3.001800116,5.077192384,4.020525534,3.001800116,9.410037037,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.5,Krian,2,1,1,1,70,84,-7.3970707,112.601646,4.333152266,3.73003068,3.601438715,12.06212138,3.754523284,14.10620332,12.38051539,1.743892993,2.93324046,2.981194423,20.77886842,4.252953457,26.09323721,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
72.5,Waru,2,1,0,1,160,150,-7.3583987,112.7507005,1.169401144,2.222205702,1.496752524,2.897836592,1.214726845,3.571355367,1.728874465,3.217241372,3.426629029,4.902937297,4.10553471,3.426629029,2.702325735,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42.5,Krian,2,1,1,1,70,150,-7.4100257,112.5859965,6.709509482,1.512768487,1.043776938,14.43847859,1.196861507,15.70573702,14.8868453,0.303924725,0.082966716,0.486810356,23.15522564,0.246258133,28.46959443,3,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,Sukodono,2,1,0,1,48,72,-7.4212851,112.6712643,0.225021166,1.795197822,1.176087657,6.532934118,1.007043937,5.569780632,4.077512011,1.944140919,6.940686225,9.43074506,13.91781565,7.093260647,23.19703333,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.35,Sukodono,2,1,1,1,40,50,-7.394061,112.6738809,0.841154993,2.876635709,3.908649488,5.892745572,0.28135024,8.302342463,3.92263492,1.354024066,6.782730801,8.26127735,11.8866952,6.612823097,19.89886834,4,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38.235,Porong,2,1,1,1,45,75,-7.5402368,112.69314,6.558201124,4.349073216,9.411074638,0.895717024,0.91625615,11.29357219,0.514138072,0.616263108,1.226677013,9.420493641,23.17012468,1.226677013,81.19501354,4,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
90,Waru,5,2,0,2,36,60,-7.3642821,112.7700822,1.917728757,2.264862249,2.186329605,5.02531626,1.875667954,5.691964648,1.211625588,1.907599968,5.976725022,4.180546949,4.180546949,5.976725022,5.758516217,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
41,Waru,2,1,1,1,32,72,-7.3503078,112.7674661,1.10438002,1.229006217,1.445463521,3.972977345,0.373224262,5.970825657,4.238193775,0.837264716,4.491888353,5.123691752,3.893532255,4.473029203,5.266527028,4,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
47.828,Sedati,2,1,1,1,60,60,-7.4109236,112.7719291,3.963774317,6.609053618,2.815180463,4.094771928,4.492072268,8.988351089,6.281230233,4.018141845,7.090653512,5.033480554,5.033480554,7.090653512,10.85456717,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
53.2,Sukodono,2,1,1,1,36,90,-7.4067756,112.6990146,2.177924486,0.885818339,3.797287333,4.770483341,4.192255751,5.576801626,0.730258383,0.408047781,4.354771099,7.839603081,8.984495752,4.354771099,20.89701372,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,Sidoarjo,4,3,0,1,36,72,-7.4472664,112.6959507,1.43520771,0.824445535,1.782333433,2.048638194,1.384903754,1.085484708,1.691701353,2.676935174,4.218868394,5.217578259,14.36479101,3.176001425,18.06259925,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,Sukodono,2,1,1,1,36,72,-7.40917633,112.6977318,2.201094195,1.255351934,3.820457043,4.793653051,4.21542546,5.599971335,1.09116272,0.44245392,4.724304694,9.235492148,9.354029347,4.724304694,21.26654732,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
120,Tulangan,3,2,0,1,36,90,-7.4726134,112.6675398,3.788485157,4.410160492,3.569610887,7.48807905,3.967491241,6.838179161,3.886930266,1.67122419,3.414253244,6.978146743,19.38778336,3.441593893,14.73138427,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60.02,Candi,2,1,0,1,36,161,-7.4673674,112.7023641,1.742559299,2.276405157,1.299785296,2.342984867,1.920283628,2.988208825,2.22449385,1.408363513,2.337679631,1.571948555,14.86476131,2.925600605,2.661960394,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
110,Taman,2,1,1,1,50,98,-7.3692421,112.693256,2.149002375,3.384391101,2.962045082,3.263746933,2.904901261,4.673506968,0.804499845,2.002314735,3.603116223,4.401916473,8.742250768,3.43320852,23.48658949,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
89,Candi,3,2,2,2,30,66,-7.4622498,112.6958457,3.261169406,3.210982783,2.260083247,3.340574432,1.375491319,4.033572984,1.717050309,0.900919972,3.531115127,3.090558662,15.96548343,3.885898556,15.93557965,3,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
60,Buduran,6,3,3,2,75,96,-7.443083,112.7029373,1.185707026,0.402157918,0.783400426,1.331145092,0.950536733,2.147152645,0.974208251,2.449890868,3.501375292,4.501648893,12.53815986,2.458508323,0.937435893,3,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
89,Gedangan,3,1,0,1,105,105,-7.39429077,112.7323443,1.068566613,0.746049501,0.432595239,4.447239679,1.560779949,3.974718048,0.432036706,1.394878931,1.40928949,6.297112709,4.945245511,1.40928949,81.19501354,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.5,Krembung,2,1,0,1,228,228,-7.5081,112.6206,3.849916646,10.70246903,11.08207309,10.55488226,8.382900339,14.35064136,11.39939246,9.183686388,7.311190206,14.49060894,26.90024556,7.311190206,21.48717063,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,Waru,3,2,2,2,120,120,-7.3517813,112.7846068,3.655698466,4.153966852,4.333047014,2.145324082,1.337944385,8.962938975,1.481955455,0.333828139,7.489622164,5.530774531,4.345481477,7.470763013,1.145830679,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
70,Gedangan,3,1,1,1,151,156,-7.3885636,112.732315,0.293057018,1.308594815,0.5520178,5.005422535,0.884893335,3.298831435,0.996987213,0.818791308,0.532064133,5.621226095,4.300310279,1.125763389,81.19501354,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75,Gedangan,2,2,2,1,36,90,-7.391717,112.7306136,0.811598983,1.229690775,1.376210914,4.585753045,1.403435301,3.8173734,0.570550072,1.337333273,1.050606099,6.139768061,4.818852244,1.050606099,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59.99,Waru,3,1,0,1,36,75,-7.3603867,112.74025,2.788184845,2.345092732,2.803959353,3.233092452,3.486381855,2.928233052,2.650135309,1.909121006,3.761884889,5.238193157,3.948341092,3.761884889,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49.8,Sidoarjo,2,1,1,1,60,121,-7.412324,112.5378369,14.10777388,4.521358592,5.739249833,19.67989096,5.993697625,20.98096278,19.67509937,0.176468657,4.24756786,5.531233316,28.39663801,4.535996651,33.7110068,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Sidoarjo,2,1,0,1,100,120,-7.4578331,112.7278553,1.390739392,0.733273219,0.84709606,2.190805415,0.771355206,2.593390432,1.295063783,0.752379992,2.31865985,2.522708589,13.33265586,2.410060823,4.422371014,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,Waru,2,1,0,1,65,90,-7.3556673,112.7477881,1.602726066,1.506375781,1.88475728,2.48042617,1.557400365,3.454158077,1.897469027,3.100262148,3.009218607,4.485526875,4.116336375,3.009218607,1.986495814,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,Sedati,3,2,0,2,70,105,-7.3715178,112.7776958,3.683358135,4.516024617,4.596996615,7.587368857,3.553616713,7.087170513,3.702798027,2.971651169,8.231445779,4.352730948,4.352730948,8.231445779,4.244875298,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Sedati,2,1,0,1,200,120,-7.3717381,112.7637334,1.055519877,2.530923798,2.379729331,5.851397801,0.925778456,4.842332909,1.457960423,0.343812911,5.271921531,2.616759892,1.74408927,5.39617651,7.514619113,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.1,Candi,2,1,1,1,99,99,-7.46736755,112.702364,1.742559299,2.276405157,1.299785296,2.342984867,1.920283628,2.988208825,2.22449385,1.408363513,2.337679631,1.571948555,14.86476131,2.925600605,2.661960394,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49.5,Buduran,2,1,0,2,170,119,-7.425129,112.7230909,1.91030037,1.39795371,1.106105101,1.052676295,2.292918065,2.740648466,2.107458689,1.941617939,5.114345548,5.494515392,8.711963207,4.531137012,22.15665081,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,Sedati,2,1,1,2,36,90,-7.3717382,112.7637336,1.055519877,2.530923798,2.379729331,5.851397801,0.925778456,4.842332909,1.457960423,0.343812911,5.271921531,2.616759892,1.74408927,5.39617651,7.514619113,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Krembung,2,1,1,1,60,60,-7.5078737,112.6228447,4.133072835,10.47600812,10.94119307,10.32842134,8.15643942,14.20976134,11.25851245,9.042806374,7.170310192,14.34972893,26.75936555,7.170310192,21.34629062,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,Waru,5,2,2,1,120,120,-7.3450604,112.7493551,1.973121751,1.104049452,2.249853454,2.348836581,1.92779605,4.271611164,1.7761092,2.861977494,2.88785878,4.364167047,5.566344343,2.868999629,81.19501354,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
97.9,Sidoarjo,3,3,3,2,28,72,-7.44986429,112.7022614,1.343279095,1.343279095,1.695239297,1.08555508,1.049848893,1.786820242,0.728618239,2.950634711,3.036067927,4.049914865,13.40774171,2.212918311,0.577103489,3,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0
30,Taman,2,1,0,1,105,105,-7.3589157,112.6810879,3.958887031,1.892287961,1.726992546,1.860381441,1.630770297,5.065770285,3.456460256,1.234408478,2.75036667,4.228913219,10.55213542,2.580458966,81.19501354,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71.5,Sukodono,3,2,0,2,78,105,-7.4197177,112.6846081,1.248087684,0.958141571,0.656975605,5.846245916,1.812094865,4.88309243,2.935031766,8.554675158,8.016476116,8.911633008,12.2449931,6.973609147,23.25272846,3,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
74.9,Taman,2,2,0,2,120,120,-7.363992,112.7091624,0.995417906,1.704584702,3.480662604,4.424187085,1.216148191,2.73572919,2.710713244,1.291592074,4.121340631,2.696191477,7.053497698,3.81934722,23.28838933,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52.2,Taman,2,1,0,1,72,72,-7.3730239,112.6471451,1.769029914,5.834307965,5.905824475,5.969804575,4.898772963,9.200186481,7.590876452,1.987234356,3.953765688,8.363329415,14.68655162,3.953765688,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Gedangan,2,1,0,1,91,91,-7.3917721,112.7306701,0.811598983,1.229690775,1.376210914,4.585753045,1.403435301,3.8173734,0.570550072,1.337333273,1.050606099,6.139768061,4.818852244,1.050606099,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52.5,Sidoarjo,2,1,1,1,36,90,-7.4431189,112.6767891,1.745767852,1.195380113,1.799868784,4.596694071,1.745767852,3.633540585,3.587882211,2.5526085,5.774368038,6.617073459,16.00707153,5.926942459,27.18690946,3,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Taman,3,2,0,2,100,120,-7.3589157,112.6810879,3.958887031,1.892287961,1.726992546,1.860381441,1.630770297,5.065770285,3.456460256,1.234408478,2.75036667,4.228913219,10.55213542,2.580458966,81.19501354,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84.9,Gedangan,2,1,0,1,36,72,-7.39615901,112.7462895,1.379445815,2.46839807,1.938692568,5.875342579,3.217979673,5.789807739,2.661269244,2.067606676,3.023040437,5.38143163,4.324764781,3.023040437,9.714276284,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.006,Sidoarjo,2,1,1,1,39,105,-7.4572774,112.7162018,0.06300076,1.934216445,1.196388001,1.366559325,0.936301497,0.935309686,2.121769421,1.074852561,1.211154833,1.698462499,12.81186217,1.283996854,2.764290268,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
77.5,Waru,3,1,1,1,75,75,-7.3480732,112.7539777,1.033645545,0.302238462,1.310377247,2.561127407,0.988319843,4.48390199,2.3376965,1.917638674,3.100149606,4.576457874,5.046608709,3.081290455,0.722047937,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
55,Sukodono,3,2,0,1,32,72,-7.3992102,112.6761279,0.630149093,2.585107962,3.636107584,6.815155117,1.146856293,8.029800559,5.242539473,1.081482162,8.179380092,9.183686895,12.80910475,8.179380092,20.82127789,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,Prambon,2,1,0,1,65,96,-7.449034,112.569756,7.138616352,4.78686977,4.540622794,17.86388383,4.460431596,16.90073035,15.19554032,5.020796996,3.056734926,4.925915877,27.88158397,2.718587471,25.14395451,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,Sidoarjo,3,2,0,1,100,100,-7.461408,112.7315635,1.345470862,1.827861008,1.512412352,2.657962837,1.566553647,3.087789783,0.798836392,1.487388053,2.813059201,2.989866011,13.15737578,2.885901221,4.916770365,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Sidoarjo,2,1,1,1,90,120,-7.44011612,112.7010083,1.608459657,0.82491055,0.602312008,1.820645642,0.750212058,2.666547782,1.463708801,23.96353439,3.990875842,4.991149443,12.62709684,2.948008873,25.57716568,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68.8,Porong,2,1,1,1,56,90,-7.5402368,112.69314,6.558201124,4.349073216,9.411074638,0.895717024,0.91625615,11.29357219,0.514138072,0.616263108,1.226677013,9.420493641,23.17012468,1.226677013,81.19501354,4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
65,Buduran,2,1,0,2,36,78,-7.40990612,112.7577375,2.51706135,6.01212093,2.987521812,6.213813623,4.664413617,8.042789326,5.26994016,2.147223818,6.191514262,6.315303851,5.54562849,6.191514262,13.81058161,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,Gedangan,4,3,0,1,120,120,-7.3885665,112.7323259,0.293057018,1.308594815,0.5520178,5.005422535,0.884893335,3.298831435,0.996987213,0.818791308,0.532064133,5.621226095,4.300310279,1.125763389,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38.2,Krian,2,1,1,1,54,72,-7.3970707,112.601646,4.333152266,3.73003068,3.601438715,12.06212138,3.754523284,14.10620332,12.38051539,1.743892993,2.93324046,2.981194423,20.77886842,4.252953457,26.09323721,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Waru,3,3,3,2,102,170,-7.3423873,112.7160201,3.90456633,3.026421859,3.174824613,5.461398662,3.681349585,2.62780336,5.140976759,2.453014206,3.575371797,2.305481959,8.585039466,3.905953331,81.19501354,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
25,Prambon,2,1,0,1,90,90,-7.4443603,112.5842817,6.983025887,5.143511298,4.616392331,16.29226232,4.533706912,15.32910883,13.70774726,5.360324611,4.653181886,5.014252497,26.85002814,4.315034431,33.53548037,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
