name,amenity,latitude,longitude,category_group,brand,tourism,highway,railway,public_transport,shop,leisure,sport,aeroway,barrier,kategori_spesifik
Tambak Sumur,,-7.3477177,112.7911109,infrastruktur,,,motorway_junction,,,,,,,,Entry/Exit Tol
Taman,,-7.3466683,112.7234294,infrastruktur,,,motorway_junction,,,,,,,,Entry/Exit Tol
Gerbang Tol Waru 5,,-7.3454466,112.7094854,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Waru,,-7.345829,112.7162383,infrastruktur,,,motorway_junction,,,,,,,,Entry/Exit Tol
Gerbang Tol Waru 6,,-7.3414702,112.7125767,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Waru,,-7.3495245,112.7100589,infrastruktur,,,motorway_junction,,,,,,,,Entry/Exit Tol
Waru,,-7.343202,112.7047037,infrastruktur,,,motorway_junction,,,,,,,,Entry/Exit Tol
Taman,,-7.346357,112.7188079,infrastruktur,,,motorway_junction,,,,,,,,Entry/Exit Tol
Gerbang Tol Waru 3,,-7.3471116,112.7112123,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
GT Gempol 4,,-7.5573468,112.7143981,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Gerbang Tol Gempol 1,,-7.5577559,112.7141151,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Gerbang Tol Waru 4,,-7.3439498,112.7111237,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Tambak Sumur 2,,-7.3462332,112.7839111,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Porong,,-7.5023635,112.6976262,infrastruktur,,,motorway_junction,,,,,,,,Entry/Exit Tol
Gerbang Tol Waru 4A,,-7.3416938,112.7118543,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Gerbang Tol Waru 4B,,-7.3416427,112.7117766,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Gerbang Tol Waru 5,,-7.3454854,112.7094169,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Sidoarjo Exit Gate,,-7.4464282,112.6998567,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Sidoarjo Entry Gate,,-7.4460395,112.6991271,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Sidoarjo,,-7.446449,112.6972117,infrastruktur,,,motorway_junction,,,,,,,,Entry/Exit Tol
Sidoarjo 2,,-7.4442756,112.6973911,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Gerbang Tol Waru 6,,-7.3414649,112.7125356,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Terminal 2 Bandara Juanda,,-7.3833042,112.7764426,infrastruktur,,,,,,,,,terminal,,Bandara
Terminal 1 Bandara Juanda,,-7.3746748,112.7941457,infrastruktur,,,,,,,,,terminal,,Bandara
Terminal 1A Juanda,,-7.3750566,112.7975255,infrastruktur,,,,,,,,,terminal,,Bandara
Gerbang Tol Waru 1 dan Ramp,,-7.3456957,112.7125381,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Gerbang Tol Waru 1 dan Ramp,,-7.3456727,112.713492,infrastruktur,,,,,,,,,,toll_booth,Entry/Exit Tol
Terminal 2,,-7.383237516687733,112.77604851143909,infrastruktur,,,,,,,,,terminal,,Terminal
Terminal 1,,-7.375058262615627,112.79554848597923,infrastruktur,,,,,,,,,terminal,,Terminal
Bandar Udara Internasional Juanda,,-7.379893077697866,112.78755462981005,infrastruktur,,,,,,,,,aerodrome,,Bandara
